species,address,latitude,longitude
New Zealand Xmas Tree,810 Douglass St,37.750838180182,-122.438546086145
New Zealand Xmas Tree,816 Douglass St,37.7507444896777,-122.438537044423
New Zealand Xmas Tree,761 Elizabeth St,37.7518091262141,-122.437686464198
New Zealand Xmas Tree,707 Douglass St,37.7524048822328,-122.438516106744
New Zealand Xmas Tree,470 Alvarado St,37.7539343765871,-122.431445470484
New Zealand Xmas Tree,710 Douglass St,37.7524424947686,-122.438700096969
New Zealand Xmas Tree,827 Douglass St,37.7505992497809,-122.438342642274
Swamp Myrtle,1109X Ocean Ave,37.7233767705731,-122.454576492765
Brisbane Box,1436 Cole St,37.7613603931066,-122.448971062605
Cherry Plum,629 10th Ave,37.7764561494608,-122.46833520393
New Zealand Xmas Tree,159 14th Ave,37.7851633805586,-122.473257629436
Sycamore: London Plane,3255 Pacific Ave,37.7915140518899,-122.448735096143
New Zealand Xmas Tree,256 Mallorca Way,37.8031527594543,-122.438998542875
New Zealand Xmas Tree,1225 Palou Ave,37.7300139528693,-122.38412887747
New Zealand Xmas Tree,682 43rd Ave,37.7757553704933,-122.503692467692
New Zealand Xmas Tree,1235 Palou Ave,37.7300611813825,-122.384196605056
New Zealand Xmas Tree,1263 Palou Ave,37.7303357898053,-122.384678785547
New Zealand Xmas Tree,1195 Palou Ave,37.7295902103514,-122.383342586023
New Zealand Xmas Tree,1243 Palou Ave,37.7301330013468,-122.384331486532
New Zealand Xmas Tree,1119 Palou Ave,37.7288346243781,-122.381994988143
New Zealand Xmas Tree,1123 Palou Ave,37.7288735235199,-122.382086980049
New Zealand Xmas Tree,1271 Palou Ave,37.7304062521082,-122.3848041294
New Zealand Xmas Tree,1201 Palou Ave,37.7297674076459,-122.383685429115
New Zealand Xmas Tree,1230 Palou Ave,37.7301303180615,-122.383968600825
New Zealand Xmas Tree,1247 Palou Ave,37.7301757687259,-122.384357951268
New Zealand Xmas Tree,1227 Palou Ave,37.7299817243668,-122.384067232705
New Zealand Xmas Tree,1182 Palou Ave,37.7295990411395,-122.38301381645
New Zealand Xmas Tree,1207 Palou Ave,37.7298218479605,-122.38377424868
Cherry Plum,1 Atalaya Ter,37.7764489521659,-122.447659448254
Brisbane Box,558 Central Ave,37.7747098754618,-122.444426153228
Brisbane Box,635 Central Ave,37.7754061971923,-122.444748302782
Sycamore: London Plane,2517 CALIFORNIA ST,37.7885221841206,-122.436127294998
New Zealand Xmas Tree,1579 23rd Ave,37.7582171084992,-122.48112016695
Sycamore: London Plane,1613 Baker St,37.7863440168003,-122.443589876659
Sycamore: London Plane,737 Pine St,37.7911406470736,-122.407977186097
New Zealand Xmas Tree,1487 25th Ave,37.7598156946522,-122.48340093827
Swamp Myrtle,1435 25th Ave,37.7607308969178,-122.483445635266
New Zealand Xmas Tree,1446 25th Ave,37.7605359907495,-122.483286128086
New Zealand Xmas Tree,1406 25th Ave,37.7611949257495,-122.483333852456
New Zealand Xmas Tree,1454 25th Ave,37.7604164887691,-122.483279765834
New Zealand Xmas Tree,1463 25th Ave,37.7602658931923,-122.483416673161
Cherry Plum,1274 23rd Ave,37.7638787087739,-122.481363401299
Sycamore: London Plane,747 Lyon St,37.7779252116879,-122.443531708039
New Zealand Xmas Tree,2209 Lincoln Way,37.7651528614771,-122.481849248624
New Zealand Xmas Tree,2131 Lincoln Way,37.7651901991411,-122.481004826819
New Zealand Xmas Tree,1278 23rd Ave,37.7638219290412,-122.481361886812
New Zealand Xmas Tree,2309 Lincoln Way,37.7651029613737,-122.482939804052
New Zealand Xmas Tree,1279 23rd Ave,37.7638036855386,-122.481508484187
New Zealand Xmas Tree,2235 Lincoln Way,37.7651385849561,-122.481913360972
New Zealand Xmas Tree,2227 Lincoln Way,37.7651424508758,-122.481829945778
New Zealand Xmas Tree,2215 Lincoln Way,37.7651514806883,-122.481931368245
New Zealand Xmas Tree,2245 Lincoln Way,37.7651258275125,-122.482330865791
New Zealand Xmas Tree,3353 Jackson St,37.7904248748608,-122.450138476504
Sycamore: London Plane,3375 Jackson St,37.7903934498444,-122.450437604508
New Zealand Xmas Tree,3349 Jackson St,37.7904323787895,-122.450094557236
Sycamore: London Plane,3369 Jackson St,37.790407520633,-122.450304065089
New Zealand Xmas Tree,2260 Pacific Ave,37.7937022121412,-122.432489037634
New Zealand Xmas Tree,1881 Greenwich St,37.7995430642214,-122.430761457096
Cherry Plum,270 Ewing Ter,37.7797038956885,-122.448932332749
Cherry Plum,225 Ewing Ter,37.7800744572408,-122.448869905513
Cherry Plum,368 Ewing Ter,37.7796783347186,-122.448002084348
