tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,geometry
32887,Permitted Site,Prunus cerasifera :: Cherry Plum,1366 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-30,,,37.7629471065631,-122.462925993831,POINT (-122.462925993831 37.7629471065631)
59306,Permitted Site,Tree(s) ::,131 Beulah St,1.0,Sidewalk: Curb side : Cutout,Private,2012-08-14,,,37.7673802865919,-122.452006233977,POINT (-122.452006233977 37.7673802865919)
63702,Permitted Site,Tree(s) ::,1392 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1987-06-09,,,37.7623887511962,-122.465036433354,POINT (-122.465036433354 37.7623887511962)
111244,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,799X SANCHEZ ST,2.0,Sidewalk: Curb side : Cutout,Private,2015-09-09,36.0,3x3,37.7567562336472,-122.430155272915,POINT (-122.430155272915 37.7567562336472)
54310,Permitted Site,Tree(s) ::,1284 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1972-06-14,,,37.7644777528054,-122.463032850101,POINT (-122.463032850101 37.7644777528054)
63502,Permitted Site,Tree(s) ::,1050 Moraga St,1.0,Sidewalk: Curb side : Cutout,Private,1987-04-07,,,37.7563378059655,-122.474085395037,POINT (-122.474085395037 37.7563378059655)
80655,Permitted Site,Prunus serrulata :: Ornamental Cherry,135 Corbett Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-07-08,,3x3,37.761556314793,-122.441143952591,POINT (-122.441143952591 37.761556314793)
49346,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2757 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,2003-03-04,7.0,,37.7942024546271,-122.44263365023,POINT (-122.44263365023 37.7942024546271)
58762,Permitted Site,Tree(s) ::,2323 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,1984-10-05,,,37.7951047502154,-122.435496160138,POINT (-122.435496160138 37.7951047502154)
83372,Permitted Site,Olea europaea :: Olive Tree,4570 19th St,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-12,,3x3,37.7590998696933,-122.440350881798,POINT (-122.440350881798 37.7590998696933)
94290,Permitted Site,Ginkgo biloba :: Maidenhair Tree,901 Alabama St,1.0,Sidewalk: Curb side : Cutout,Private,2009-09-29,,3x3,37.7574716284078,-122.411372960691,POINT (-122.411372960691 37.7574716284078)
27887,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,280 The Embarcadero,17.0,Sidewalk: Curb side : Cutout,Port,2001-01-31,12.0,,37.7834381593837,-122.388404967313,POINT (-122.388404967313 37.7834381593837)
82209,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,901 Post St,1.0,Sidewalk: Curb side : Cutout,Private,2008-08-05,,3x3,37.7871733508583,-122.416635016809,POINT (-122.416635016809 37.7871733508583)
55842,Permitted Site,Tree(s) ::,416 Leland Ave,1.0,Sidewalk: Curb side : Cutout,Private,1973-03-30,,,37.7138845296384,-122.412019505624,POINT (-122.412019505624 37.7138845296384)
59738,Permitted Site,Tree(s) ::,4262 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,1981-06-02,,,37.7527500923871,-122.437800944393,POINT (-122.437800944393 37.7527500923871)
46318,DPW Maintained,Maytenus boaria :: Mayten,2423 Green St,1.0,Sidewalk: Curb side : Cutout,Private,2002-04-09,5.0,,37.7955572302451,-122.439618096595,POINT (-122.439618096595 37.7955572302451)
12999,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,349 Lombard St,1.0,Sidewalk: Curb side : Cutout,DPW,2017-10-10,3.0,3X3,37.8034569792808,-122.407372982577,POINT (-122.407372982577 37.8034569792808)
57703,Permitted Site,Tree(s) ::,145 Hermann St,1.0,Sidewalk: Curb side : Cutout,Private,1976-12-17,,,37.770495439611,-122.427510387309,POINT (-122.427510387309 37.770495439611)
64125,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,623 29th St,1.0,Sidewalk: Curb side : Cutout,Private,1987-12-05,,,37.7431944740998,-122.433816072766,POINT (-122.433816072766 37.7431944740998)
